id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
956,thread-experience-index,"Culture, Hospitality & Experience Tech",index,"A semantic index that makes care, service, and atmosphere designed as reliable systems searchable, comparable, and reusable.",Index for experience systems,Indexer + query API,mkdir thread-experience-index && cd thread-experience-index && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
957,moral-experience-canvas,"Culture, Hospitality & Experience Tech",canvas,"An interactive canvas for designing and debugging care, service, and atmosphere designed as reliable systems.",Canvas for experience systems,Web UI + example board,mkdir moral-experience-canvas && cd moral-experience-canvas && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
958,human-experience-agent,"Culture, Hospitality & Experience Tech",agent,"A specialist agent that manages one narrow responsibility inside care, service, and atmosphere designed as reliable systems.",Agent for experience systems,Agent contract + tests,mkdir human-experience-agent && cd human-experience-agent && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
959,oath-experience-orchestrator,"Culture, Hospitality & Experience Tech",orchestrator,"An orchestrator that coordinates modules responsible for care, service, and atmosphere designed as reliable systems.",Orchestrator for experience systems,Router + plugin registry,mkdir oath-experience-orchestrator && cd oath-experience-orchestrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
960,chrono-experience-guardian,"Culture, Hospitality & Experience Tech",guardian,"A guard layer that detects failure, drift, and misuse in care, service, and atmosphere designed as reliable systems.",Guardian for experience systems,Policy rules + audit log,mkdir chrono-experience-guardian && cd chrono-experience-guardian && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
961,harbor-experience-codec,"Culture, Hospitality & Experience Tech",codec,"A translation layer that converts messy inputs into structured records for care, service, and atmosphere designed as reliable systems.",Codec for experience systems,Normalizer + fixtures,mkdir harbor-experience-codec && cd harbor-experience-codec && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
962,quartz-experience-mesh,"Culture, Hospitality & Experience Tech",mesh,"A federated mesh where peers share signals about care, service, and atmosphere designed as reliable systems without central control.",Mesh for experience systems,Peer protocol + mock nodes,mkdir quartz-experience-mesh && cd quartz-experience-mesh && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
963,mantle-experience-notebook,"Culture, Hospitality & Experience Tech",notebook,"A living notebook format where every claim about care, service, and atmosphere designed as reliable systems carries evidence.",Notebook for experience systems,File format + renderer,mkdir mantle-experience-notebook && cd mantle-experience-notebook && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
964,aether-experience-sandbox,"Culture, Hospitality & Experience Tech",sandbox,"A safe experimentation sandbox for testing care, service, and atmosphere designed as reliable systems under constraints.",Sandbox for experience systems,Isolated runner + examples,mkdir aether-experience-sandbox && cd aether-experience-sandbox && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
965,signal-experience-graph,"Culture, Hospitality & Experience Tech",graph,"A graph engine that models dependencies, roles, and constraints for care, service, and atmosphere designed as reliable systems.",Graph for experience systems,Graph schema + viewer,mkdir signal-experience-graph && cd signal-experience-graph && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
966,catalyst-experience-daemon,"Culture, Hospitality & Experience Tech",daemon,"A background daemon that watches changes and updates care, service, and atmosphere designed as reliable systems automatically.",Daemon for experience systems,Watcher + config,mkdir catalyst-experience-daemon && cd catalyst-experience-daemon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
967,nexus-experience-lens,"Culture, Hospitality & Experience Tech",lens,"A diagnostic lens that reveals hidden structure and weak points in care, service, and atmosphere designed as reliable systems.",Lens for experience systems,Report generator,mkdir nexus-experience-lens && cd nexus-experience-lens && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
968,oracle-experience-bridge,"Culture, Hospitality & Experience Tech",bridge,"A bridge connecting legacy tools to modern primitives for care, service, and atmosphere designed as reliable systems.",Bridge for experience systems,Adapter + import script,mkdir oracle-experience-bridge && cd oracle-experience-bridge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
969,saffron-experience-forge,"Culture, Hospitality & Experience Tech",forge,"A generator that creates starter modules for care, service, and atmosphere designed as reliable systems.",Forge for experience systems,Template engine + sample project,mkdir saffron-experience-forge && cd saffron-experience-forge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
970,echo-experience-checkpoint,"Culture, Hospitality & Experience Tech",checkpoint,"A checkpointing system that preserves state and rollback paths for care, service, and atmosphere designed as reliable systems.",Checkpoint for experience systems,Snapshot API + restore test,mkdir echo-experience-checkpoint && cd echo-experience-checkpoint && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
971,source-experience-radar,"Culture, Hospitality & Experience Tech",radar,"A signal-detection layer that finds emerging patterns in care, service, and atmosphere designed as reliable systems.",Radar for experience systems,Signal rules + dashboard,mkdir source-experience-radar && cd source-experience-radar && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
972,lattice-experience-passport,"Culture, Hospitality & Experience Tech",passport,"A portable identity or credential artifact for participants in care, service, and atmosphere designed as reliable systems.",Passport for experience systems,Credential schema + verifier,mkdir lattice-experience-passport && cd lattice-experience-passport && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
973,vector-experience-map,"Culture, Hospitality & Experience Tech",map,"A navigable map of actors, assets, and flows involved in care, service, and atmosphere designed as reliable systems.",Map for experience systems,Map model + demo data,mkdir vector-experience-map && cd vector-experience-map && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
974,veritas-experience-scheduler,"Culture, Hospitality & Experience Tech",scheduler,"A constraint-aware scheduler for coordinating resources inside care, service, and atmosphere designed as reliable systems.",Scheduler for experience systems,Solver + calendar export,mkdir veritas-experience-scheduler && cd veritas-experience-scheduler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
975,basalt-experience-vault,"Culture, Hospitality & Experience Tech",vault,"A private vault for storing sensitive context used by care, service, and atmosphere designed as reliable systems.",Vault for experience systems,Encrypted store + access policy,mkdir basalt-experience-vault && cd basalt-experience-vault && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
